,label,score
164,NEGATIVE,0.9416194558143616
165,POSITIVE,0.9242790937423706
166,POSITIVE,0.9906319379806519
167,POSITIVE,0.9997130036354065
168,POSITIVE,0.9276955127716064
169,POSITIVE,0.6101056933403015
170,NEGATIVE,0.9909891486167908
171,NEGATIVE,0.9910385608673096
172,NEGATIVE,0.9934579730033875
173,NEGATIVE,0.9955534338951111
174,NEGATIVE,0.9566283226013184
175,NEGATIVE,0.9901843070983887
176,NEGATIVE,0.9848694801330566
177,NEGATIVE,0.9903478622436523
178,POSITIVE,0.5140266418457031
179,NEGATIVE,0.9821577072143555
180,NEGATIVE,0.9858503937721252
181,NEGATIVE,0.9906716346740723
182,NEGATIVE,0.9773482084274292
183,NEGATIVE,0.984459638595581
184,POSITIVE,0.9944188594818115
185,POSITIVE,0.9791504144668579
186,POSITIVE,0.9737570285797119
187,NEGATIVE,0.9967652559280396
188,NEGATIVE,0.9996848106384277
189,POSITIVE,0.9686408638954163
190,POSITIVE,0.9990671277046204
191,POSITIVE,0.9987744688987732
192,NEGATIVE,0.9814932942390442
193,POSITIVE,0.9976987242698669
194,POSITIVE,0.9997245669364929
195,POSITIVE,0.5363355278968811
196,NEGATIVE,0.8190667629241943
197,NEGATIVE,0.9498584270477295
198,NEGATIVE,0.9827229976654053
199,NEGATIVE,0.9951314926147461
200,NEGATIVE,0.9771956205368042
201,NEGATIVE,0.994857668876648
202,NEGATIVE,0.9706249833106995
203,NEGATIVE,0.9933939576148987
204,NEGATIVE,0.9802194237709045
205,POSITIVE,0.9998080134391785
206,NEGATIVE,0.9829313158988953
207,NEGATIVE,0.9879046082496643
208,NEGATIVE,0.9841808080673218
209,NEGATIVE,0.9865800738334656
210,NEGATIVE,0.9801713228225708
211,NEGATIVE,0.9907839298248291
212,NEGATIVE,0.9926406741142273
213,NEGATIVE,0.9941498041152954
214,NEGATIVE,0.9896638989448547
215,NEGATIVE,0.9912111163139343
216,NEGATIVE,0.9800370931625366
217,NEGATIVE,0.9905181527137756
218,NEGATIVE,0.9759766459465027
219,NEGATIVE,0.992056667804718
220,NEGATIVE,0.9816199541091919
221,NEGATIVE,0.9942061901092529
222,NEGATIVE,0.995891809463501
223,NEGATIVE,0.9936563372612
224,NEGATIVE,0.9735594987869263
225,NEGATIVE,0.9793760776519775
226,NEGATIVE,0.9759766459465027
227,NEGATIVE,0.9877413511276245
228,NEGATIVE,0.9934990406036377
229,NEGATIVE,0.9930011034011841
230,NEGATIVE,0.9923337697982788
231,NEGATIVE,0.9865354895591736
232,NEGATIVE,0.9909748435020447
233,NEGATIVE,0.9969639182090759
234,NEGATIVE,0.9918083548545837
235,NEGATIVE,0.9931735396385193
236,NEGATIVE,0.9919953346252441
237,NEGATIVE,0.977342426776886
238,NEGATIVE,0.9290037751197815
239,NEGATIVE,0.9937081336975098
240,NEGATIVE,0.9891394972801208
241,NEGATIVE,0.9208196401596069
242,NEGATIVE,0.9906499981880188
243,NEGATIVE,0.9917576909065247
244,NEGATIVE,0.9759766459465027
245,NEGATIVE,0.9894850850105286
246,POSITIVE,0.9997069239616394
247,NEGATIVE,0.9566283226013184
248,NEGATIVE,0.9798622131347656
249,NEGATIVE,0.9949637651443481
250,NEGATIVE,0.9873631596565247
251,NEGATIVE,0.9881489872932434
252,NEGATIVE,0.9604144096374512
253,NEGATIVE,0.9865111112594604
254,NEGATIVE,0.9759766459465027
255,NEGATIVE,0.9963405132293701
256,NEGATIVE,0.995149552822113
257,NEGATIVE,0.9930124878883362
258,NEGATIVE,0.9792391657829285
259,NEGATIVE,0.9860123991966248
260,NEGATIVE,0.9816854000091553
261,NEGATIVE,0.9837421178817749
262,NEGATIVE,0.9921147227287292
263,NEGATIVE,0.996141254901886
264,POSITIVE,0.9997851252555847
265,NEGATIVE,0.9208196401596069
266,NEGATIVE,0.9975445866584778
267,POSITIVE,0.95943284034729
268,NEGATIVE,0.9947041869163513
269,NEGATIVE,0.9675561189651489
270,NEGATIVE,0.9877994060516357
271,NEGATIVE,0.9918249249458313
272,NEGATIVE,0.9796145558357239
273,NEGATIVE,0.9818826913833618
274,NEGATIVE,0.9910368919372559
275,NEGATIVE,0.993299126625061
276,NEGATIVE,0.9759766459465027
277,NEGATIVE,0.9876875281333923
278,NEGATIVE,0.9957886338233948
279,NEGATIVE,0.9926193356513977
280,NEGATIVE,0.9852465391159058
281,NEGATIVE,0.9764237999916077
282,NEGATIVE,0.9807172417640686
283,POSITIVE,0.9997969269752502
284,NEGATIVE,0.9944897890090942
285,NEGATIVE,0.9894698858261108
286,NEGATIVE,0.9759766459465027
287,NEGATIVE,0.9759766459465027
288,NEGATIVE,0.9886198043823242
289,NEGATIVE,0.9619311094284058
290,NEGATIVE,0.981290876865387
291,NEGATIVE,0.982909619808197
292,NEGATIVE,0.9952365756034851
293,NEGATIVE,0.9936124682426453
294,NEGATIVE,0.9898083806037903
295,NEGATIVE,0.9874558448791504
296,NEGATIVE,0.9910123944282532
297,NEGATIVE,0.996473491191864
298,NEGATIVE,0.9945394396781921
299,NEGATIVE,0.9764237999916077
300,NEGATIVE,0.9840002655982971
301,NEGATIVE,0.9955423474311829
302,NEGATIVE,0.9764237999916077
303,NEGATIVE,0.9951719641685486
304,NEGATIVE,0.9912793040275574
305,NEGATIVE,0.9916587471961975
306,NEGATIVE,0.9876563549041748
307,NEGATIVE,0.9775465130805969
308,NEGATIVE,0.9926137924194336
309,NEGATIVE,0.9885961413383484
310,NEGATIVE,0.9921603798866272
311,NEGATIVE,0.9948531985282898
312,NEGATIVE,0.9961560368537903
313,NEGATIVE,0.9869709014892578
314,NEGATIVE,0.9724389910697937
315,NEGATIVE,0.9807208776473999
316,NEGATIVE,0.9417577385902405
317,NEGATIVE,0.9722815752029419
318,NEGATIVE,0.9916463494300842
319,NEGATIVE,0.9659395217895508
320,NEGATIVE,0.9852105975151062
321,NEGATIVE,0.9794669151306152
322,NEGATIVE,0.987450122833252
323,NEGATIVE,0.9871634244918823
324,NEGATIVE,0.9737586975097656
325,NEGATIVE,0.995693027973175
326,NEGATIVE,0.9950852990150452
327,NEGATIVE,0.9910189509391785
328,NEGATIVE,0.9957574009895325
329,NEGATIVE,0.9961728453636169
330,NEGATIVE,0.995284378528595
331,NEGATIVE,0.9933109283447266
332,NEGATIVE,0.9937642812728882
333,NEGATIVE,0.9566283226013184
