,label,score
260,POSITIVE,0.9987494945526123
261,POSITIVE,0.67116379737854
262,NEGATIVE,0.9942849278450012
263,POSITIVE,0.997901439666748
264,NEGATIVE,0.986750066280365
265,POSITIVE,0.9998414516448975
266,NEGATIVE,0.9972580671310425
267,NEGATIVE,0.9872362017631531
268,NEGATIVE,0.9982249140739441
269,NEGATIVE,0.9926139116287231
270,NEGATIVE,0.9995231628417969
271,POSITIVE,0.8829149007797241
272,NEGATIVE,0.9509735703468323
273,POSITIVE,0.9963429570198059
274,POSITIVE,0.999859094619751
275,POSITIVE,0.9990211725234985
276,POSITIVE,0.9953209757804871
277,NEGATIVE,0.9884069561958313
278,POSITIVE,0.9981555342674255
279,NEGATIVE,0.9921392798423767
280,POSITIVE,0.7325891852378845
281,NEGATIVE,0.9980167150497437
282,NEGATIVE,0.5058612823486328
283,POSITIVE,0.9958855509757996
284,NEGATIVE,0.9957274198532104
285,POSITIVE,0.9802399277687073
286,POSITIVE,0.9955818057060242
287,NEGATIVE,0.9905012845993042
288,NEGATIVE,0.9879667162895203
289,NEGATIVE,0.9970265030860901
290,NEGATIVE,0.9983165264129639
291,NEGATIVE,0.9980618357658386
292,POSITIVE,0.9997690320014954
293,NEGATIVE,0.9868654608726501
294,POSITIVE,0.9589372873306274
295,POSITIVE,0.9949480295181274
296,NEGATIVE,0.9905891418457031
297,NEGATIVE,0.9978792667388916
298,NEGATIVE,0.9957681894302368
299,POSITIVE,0.9990684390068054
300,NEGATIVE,0.9516000151634216
301,NEGATIVE,0.9277293086051941
302,NEGATIVE,0.9720625281333923
303,NEGATIVE,0.9519273042678833
304,NEGATIVE,0.9941498041152954
305,NEGATIVE,0.9948270916938782
306,NEGATIVE,0.997532844543457
307,NEGATIVE,0.9605180025100708
308,POSITIVE,0.9966622591018677
309,NEGATIVE,0.9750205874443054
310,NEGATIVE,0.9898791313171387
311,POSITIVE,0.9955959916114807
312,NEGATIVE,0.9884614944458008
313,NEGATIVE,0.9937291145324707
314,POSITIVE,0.9745542407035828
315,POSITIVE,0.5687907934188843
316,POSITIVE,0.9462718367576599
317,NEGATIVE,0.9907695651054382
318,NEGATIVE,0.9799496531486511
319,POSITIVE,0.9567127823829651
320,POSITIVE,0.9955959916114807
321,NEGATIVE,0.9889095425605774
322,NEGATIVE,0.9930045008659363
323,NEGATIVE,0.9162158966064453
324,NEGATIVE,0.9966006875038147
325,NEGATIVE,0.9973016977310181
326,NEGATIVE,0.9965519905090332
327,POSITIVE,0.9994956254959106
328,NEGATIVE,0.9950242638587952
329,POSITIVE,0.9998231530189514
330,NEGATIVE,0.9992089867591858
331,POSITIVE,0.9992924928665161
332,NEGATIVE,0.9925177097320557
333,NEGATIVE,0.9896438121795654
334,NEGATIVE,0.9982917904853821
335,NEGATIVE,0.9959412813186646
336,NEGATIVE,0.8904235363006592
337,NEGATIVE,0.9991594552993774
338,NEGATIVE,0.9989848732948303
339,NEGATIVE,0.9985226988792419
340,NEGATIVE,0.9946087598800659
341,POSITIVE,0.9997732043266296
342,NEGATIVE,0.9952070116996765
343,POSITIVE,0.9975242018699646
344,POSITIVE,0.9991781115531921
345,NEGATIVE,0.9575000405311584
346,POSITIVE,0.9996576309204102
347,POSITIVE,0.9970446228981018
348,POSITIVE,0.9998406171798706
349,NEGATIVE,0.9624975323677063
350,POSITIVE,0.9998435974121094
351,POSITIVE,0.9998610019683838
352,NEGATIVE,0.9993839263916016
353,NEGATIVE,0.9804638028144836
354,NEGATIVE,0.9921745657920837
355,NEGATIVE,0.5912289023399353
356,NEGATIVE,0.7794216275215149
357,NEGATIVE,0.9929121136665344
358,NEGATIVE,0.9890994429588318
359,NEGATIVE,0.996535062789917
360,NEGATIVE,0.998528003692627
361,NEGATIVE,0.998814582824707
362,NEGATIVE,0.9988287091255188
363,NEGATIVE,0.9856282472610474
364,POSITIVE,0.9998352527618408
365,NEGATIVE,0.9938493371009827
366,POSITIVE,0.9976435303688049
367,NEGATIVE,0.992174506187439
368,POSITIVE,0.9993389248847961
369,NEGATIVE,0.9923692941665649
370,POSITIVE,0.9793028235435486
371,POSITIVE,0.98268061876297
372,POSITIVE,0.9996564388275146
373,POSITIVE,0.9998352527618408
374,NEGATIVE,0.8767801523208618
375,POSITIVE,0.9989607334136963
376,NEGATIVE,0.9983859062194824
377,NEGATIVE,0.998620867729187
378,NEGATIVE,0.9277779459953308
379,NEGATIVE,0.9951353669166565
380,POSITIVE,0.9746748208999634
381,POSITIVE,0.8535273671150208
382,NEGATIVE,0.9960142374038696
383,POSITIVE,0.9989159107208252
384,NEGATIVE,0.9756929278373718
385,NEGATIVE,0.9433773756027222
386,POSITIVE,0.9998145699501038
387,NEGATIVE,0.998625636100769
388,NEGATIVE,0.9782506823539734
389,NEGATIVE,0.9982641339302063
390,POSITIVE,0.7949827313423157
391,POSITIVE,0.7949827313423157
392,NEGATIVE,0.990896999835968
393,NEGATIVE,0.9568488597869873
394,POSITIVE,0.8887662887573242
395,NEGATIVE,0.9671875238418579
396,NEGATIVE,0.9091246128082275
397,NEGATIVE,0.9925087094306946
398,NEGATIVE,0.9154520034790039
399,NEGATIVE,0.9879568219184875
400,NEGATIVE,0.988624095916748
401,NEGATIVE,0.9938969016075134
402,POSITIVE,0.9975932240486145
403,NEGATIVE,0.9790573120117188
404,POSITIVE,0.9627935290336609
405,NEGATIVE,0.9477603435516357
406,POSITIVE,0.9998515844345093
407,NEGATIVE,0.9775116443634033
408,POSITIVE,0.9980249404907227
409,NEGATIVE,0.9331432580947876
410,NEGATIVE,0.972009003162384
411,POSITIVE,0.9998562335968018
412,POSITIVE,0.9998276233673096
413,POSITIVE,0.9979212880134583
414,NEGATIVE,0.9980459213256836
415,NEGATIVE,0.9884238839149475
416,POSITIVE,0.999225378036499
417,POSITIVE,0.9996157884597778
418,NEGATIVE,0.9817914962768555
419,NEGATIVE,0.9861786365509033
420,POSITIVE,0.9998606443405151
421,POSITIVE,0.9998562335968018
422,POSITIVE,0.9997534155845642
423,NEGATIVE,0.9995476603507996
424,NEGATIVE,0.9973794221878052
425,POSITIVE,0.9982652068138123
426,POSITIVE,0.9997568726539612
427,NEGATIVE,0.998479425907135
428,NEGATIVE,0.9958351850509644
429,NEGATIVE,0.6986008286476135
430,NEGATIVE,0.9966867566108704
431,NEGATIVE,0.9986469149589539
432,NEGATIVE,0.9782217144966125
433,NEGATIVE,0.9770075082778931
434,NEGATIVE,0.9778692126274109
435,NEGATIVE,0.9935867786407471
436,NEGATIVE,0.999099850654602
437,NEGATIVE,0.9792172908782959
438,POSITIVE,0.9956774115562439
439,NEGATIVE,0.9981480836868286
440,POSITIVE,0.99410480260849
441,NEGATIVE,0.9972010850906372
442,NEGATIVE,0.9915831685066223
443,NEGATIVE,0.9979763627052307
444,POSITIVE,0.9955997467041016
445,NEGATIVE,0.8434786200523376
446,NEGATIVE,0.9475476145744324
447,POSITIVE,0.9998352527618408
448,POSITIVE,0.8250046968460083
449,POSITIVE,0.9995530247688293
450,POSITIVE,0.9997785687446594
451,NEGATIVE,0.9984537363052368
452,NEGATIVE,0.999160885810852
453,POSITIVE,0.9956303834915161
454,NEGATIVE,0.9623377919197083
455,NEGATIVE,0.9928662776947021
456,POSITIVE,0.784656286239624
457,NEGATIVE,0.9981162548065186
458,POSITIVE,0.9998142123222351
459,POSITIVE,0.9950238466262817
460,POSITIVE,0.9746994972229004
461,NEGATIVE,0.9922907948493958
462,POSITIVE,0.9998646974563599
463,POSITIVE,0.8609431385993958
464,NEGATIVE,0.9976043105125427
465,POSITIVE,0.743185818195343
466,POSITIVE,0.9998123049736023
467,POSITIVE,0.9997637867927551
468,POSITIVE,0.9998399019241333
469,POSITIVE,0.9998206496238708
470,POSITIVE,0.9997968077659607
471,POSITIVE,0.9864543080329895
472,POSITIVE,0.9994494318962097
473,NEGATIVE,0.9928714632987976
474,NEGATIVE,0.9971875548362732
475,POSITIVE,0.9998352527618408
476,NEGATIVE,0.9782278537750244
477,POSITIVE,0.9400067329406738
478,POSITIVE,0.9947313070297241
479,POSITIVE,0.9984490871429443
480,NEGATIVE,0.9963923096656799
481,POSITIVE,0.9998493194580078
482,POSITIVE,0.999767005443573
483,POSITIVE,0.9997968077659607
484,POSITIVE,0.9996758699417114
485,NEGATIVE,0.976993203163147
486,POSITIVE,0.9998694658279419
487,POSITIVE,0.9990288019180298
488,NEGATIVE,0.8796791434288025
489,NEGATIVE,0.9990170001983643
490,NEGATIVE,0.9982659220695496
491,POSITIVE,0.8491075038909912
492,NEGATIVE,0.9975010752677917
493,NEGATIVE,0.998013973236084
494,NEGATIVE,0.9974209070205688
495,NEGATIVE,0.9980158805847168
496,POSITIVE,0.9991681575775146
497,NEGATIVE,0.9908750057220459
498,POSITIVE,0.9971334934234619
499,NEGATIVE,0.9977237582206726
500,POSITIVE,0.997377872467041
501,NEGATIVE,0.5166283845901489
502,POSITIVE,0.6895630955696106
503,POSITIVE,0.9997838139533997
504,POSITIVE,0.874740481376648
505,NEGATIVE,0.9869869351387024
506,NEGATIVE,0.9281302094459534
507,POSITIVE,0.9998161196708679
508,NEGATIVE,0.9994555115699768
509,NEGATIVE,0.9691399335861206
510,POSITIVE,0.9997377991676331
511,NEGATIVE,0.9785247445106506
512,POSITIVE,0.7809556722640991
513,POSITIVE,0.9996707439422607
514,POSITIVE,0.999822199344635
515,NEGATIVE,0.9705633521080017
516,POSITIVE,0.997918426990509
517,NEGATIVE,0.9984071850776672
518,POSITIVE,0.9990425705909729
519,POSITIVE,0.9959591031074524
520,POSITIVE,0.9968961477279663
521,NEGATIVE,0.9915292263031006
522,POSITIVE,0.9326606392860413
523,NEGATIVE,0.9966979026794434
524,NEGATIVE,0.6068676710128784
525,NEGATIVE,0.9808698892593384
526,NEGATIVE,0.9989585876464844
527,POSITIVE,0.864995002746582
528,NEGATIVE,0.9706760048866272
529,NEGATIVE,0.9923514723777771
530,POSITIVE,0.9970884919166565
531,POSITIVE,0.9411996006965637
532,NEGATIVE,0.532491147518158
533,NEGATIVE,0.9049314856529236
534,NEGATIVE,0.9941155910491943
535,POSITIVE,0.9998517036437988
536,POSITIVE,0.9998682737350464
537,NEGATIVE,0.9966476559638977
538,NEGATIVE,0.9893479347229004
539,POSITIVE,0.9941741824150085
540,NEGATIVE,0.9961022138595581
541,POSITIVE,0.9998352527618408
542,POSITIVE,0.9998247027397156
543,POSITIVE,0.9522255063056946
544,POSITIVE,0.9995761513710022
545,POSITIVE,0.9985479712486267
546,NEGATIVE,0.9712537527084351
547,POSITIVE,0.9995703101158142
548,NEGATIVE,0.9450666308403015
549,NEGATIVE,0.9946860074996948
550,NEGATIVE,0.9914588928222656
551,NEGATIVE,0.997809112071991
552,NEGATIVE,0.9933198690414429
553,NEGATIVE,0.9934030175209045
554,NEGATIVE,0.9976067543029785
555,NEGATIVE,0.9988254904747009
556,NEGATIVE,0.9841837882995605
557,NEGATIVE,0.6650161147117615
558,NEGATIVE,0.9886007905006409
559,NEGATIVE,0.9959795475006104
560,NEGATIVE,0.989608108997345
561,NEGATIVE,0.9936391711235046
562,NEGATIVE,0.9793110489845276
563,POSITIVE,0.9040359854698181
564,NEGATIVE,0.9948714971542358
565,POSITIVE,0.9666076898574829
566,NEGATIVE,0.6369196176528931
567,POSITIVE,0.6951964497566223
568,NEGATIVE,0.9753329157829285
569,NEGATIVE,0.9986061453819275
570,NEGATIVE,0.906770646572113
571,NEGATIVE,0.8240445852279663
572,POSITIVE,0.9982263445854187
573,POSITIVE,0.9022896885871887
574,NEGATIVE,0.995464026927948
575,POSITIVE,0.9970347881317139
576,POSITIVE,0.9454376101493835
577,POSITIVE,0.999855637550354
578,POSITIVE,0.9998844861984253
579,NEGATIVE,0.9847584962844849
580,NEGATIVE,0.9848211407661438
581,POSITIVE,0.9997772574424744
582,POSITIVE,0.8615750074386597
583,NEGATIVE,0.9235114455223083
584,POSITIVE,0.9379655122756958
585,POSITIVE,0.8116462230682373
586,NEGATIVE,0.9987125396728516
587,NEGATIVE,0.8447684049606323
588,POSITIVE,0.9747080206871033
589,POSITIVE,0.9961159229278564
590,POSITIVE,0.9998407363891602
591,NEGATIVE,0.9952367544174194
592,POSITIVE,0.996847927570343
593,NEGATIVE,0.9988436698913574
594,NEGATIVE,0.9969068169593811
595,POSITIVE,0.9967923760414124
596,POSITIVE,0.794187605381012
597,POSITIVE,0.9936403632164001
598,POSITIVE,0.6144299507141113
599,NEGATIVE,0.9685691595077515
600,NEGATIVE,0.803371250629425
601,POSITIVE,0.9998732805252075
602,NEGATIVE,0.9987130165100098
603,NEGATIVE,0.9956170320510864
604,NEGATIVE,0.6880457997322083
605,NEGATIVE,0.9811703562736511
606,NEGATIVE,0.8917900323867798
607,NEGATIVE,0.9990783929824829
608,POSITIVE,0.9314539432525635
609,POSITIVE,0.9752835631370544
610,NEGATIVE,0.5949612259864807
611,POSITIVE,0.9936403632164001
612,POSITIVE,0.9881072044372559
613,POSITIVE,0.9991225600242615
614,NEGATIVE,0.994916558265686
615,POSITIVE,0.828222930431366
616,NEGATIVE,0.9528851509094238
617,NEGATIVE,0.9990783929824829
618,POSITIVE,0.9991681575775146
619,POSITIVE,0.9946346282958984
620,NEGATIVE,0.9916080236434937
621,POSITIVE,0.9988099336624146
622,POSITIVE,0.9991681575775146
623,NEGATIVE,0.9997488856315613
624,POSITIVE,0.9991286396980286
625,NEGATIVE,0.9851598143577576
626,POSITIVE,0.99652498960495
627,NEGATIVE,0.6151029467582703
628,NEGATIVE,0.998214602470398
629,NEGATIVE,0.9296417832374573
630,NEGATIVE,0.9706767797470093
631,POSITIVE,0.9997507929801941
632,POSITIVE,0.999757707118988
633,NEGATIVE,0.9971429705619812
634,POSITIVE,0.7819992303848267
635,NEGATIVE,0.9727909564971924
636,POSITIVE,0.6895630955696106
637,POSITIVE,0.9998401403427124
638,POSITIVE,0.9627183675765991
639,NEGATIVE,0.7844589352607727
640,NEGATIVE,0.974890947341919
641,NEGATIVE,0.9954085946083069
642,NEGATIVE,0.9942610263824463
643,POSITIVE,0.9997958540916443
644,NEGATIVE,0.9478219151496887
645,POSITIVE,0.9995905756950378
646,NEGATIVE,0.9963350296020508
647,NEGATIVE,0.759098470211029
648,NEGATIVE,0.9988389611244202
649,POSITIVE,0.9807546138763428
650,NEGATIVE,0.9851598143577576
651,NEGATIVE,0.9970855116844177
652,NEGATIVE,0.9553253650665283
653,NEGATIVE,0.8878446221351624
654,POSITIVE,0.9976785778999329
655,POSITIVE,0.6895630955696106
656,NEGATIVE,0.9932760000228882
657,POSITIVE,0.6881237626075745
658,POSITIVE,0.9939470291137695
659,NEGATIVE,0.9990822076797485
660,NEGATIVE,0.9849945902824402
661,POSITIVE,0.6613702774047852
662,NEGATIVE,0.9958897233009338
663,NEGATIVE,0.9956890940666199
664,NEGATIVE,0.986751914024353
665,NEGATIVE,0.5999085903167725
666,NEGATIVE,0.9893856048583984
667,NEGATIVE,0.9876389503479004
668,POSITIVE,0.9978092312812805
669,POSITIVE,0.9757709503173828
670,NEGATIVE,0.8898251056671143
671,POSITIVE,0.9233790636062622
672,POSITIVE,0.9753628373146057
673,POSITIVE,0.9998668432235718
674,NEGATIVE,0.8407059907913208
675,NEGATIVE,0.9419036507606506
676,POSITIVE,0.9998356103897095
677,POSITIVE,0.6996763348579407
678,NEGATIVE,0.9968906044960022
679,POSITIVE,0.9998553991317749
680,NEGATIVE,0.9747591018676758
681,NEGATIVE,0.9904072880744934
682,POSITIVE,0.993641197681427
683,NEGATIVE,0.9969351291656494
684,NEGATIVE,0.99528568983078
685,POSITIVE,0.9983893632888794
686,NEGATIVE,0.9975316524505615
687,POSITIVE,0.999874472618103
688,POSITIVE,0.99983811378479
689,POSITIVE,0.9997817873954773
690,POSITIVE,0.9813449382781982
691,NEGATIVE,0.9967840909957886
692,NEGATIVE,0.9959130883216858
693,POSITIVE,0.8771430850028992
694,NEGATIVE,0.9996901750564575
695,NEGATIVE,0.9985634684562683
696,NEGATIVE,0.9973871111869812
697,POSITIVE,0.9873298406600952
698,NEGATIVE,0.967203676700592
699,POSITIVE,0.9939278364181519
700,NEGATIVE,0.9997029900550842
701,POSITIVE,0.9997050166130066
702,NEGATIVE,0.997757613658905
703,NEGATIVE,0.9985563158988953
704,NEGATIVE,0.9817615151405334
705,NEGATIVE,0.9933829307556152
706,NEGATIVE,0.9323064088821411
707,NEGATIVE,0.9991331696510315
708,NEGATIVE,0.9968917965888977
709,NEGATIVE,0.9959011673927307
710,NEGATIVE,0.9417850971221924
711,POSITIVE,0.9997203946113586
712,NEGATIVE,0.9845882058143616
713,NEGATIVE,0.9763618111610413
714,POSITIVE,0.9997590184211731
715,POSITIVE,0.9997594952583313
716,NEGATIVE,0.9978317618370056
717,NEGATIVE,0.9623971581459045
718,POSITIVE,0.9745962023735046
719,POSITIVE,0.9994825124740601
720,NEGATIVE,0.9896073937416077
721,NEGATIVE,0.9890083074569702
722,POSITIVE,0.9724067449569702
723,NEGATIVE,0.9937800765037537
724,NEGATIVE,0.9962418079376221
725,POSITIVE,0.8990079164505005
726,NEGATIVE,0.9921172261238098
727,NEGATIVE,0.9910925030708313
728,NEGATIVE,0.9711508750915527
729,POSITIVE,0.9998610019683838
730,NEGATIVE,0.9894118905067444
731,NEGATIVE,0.9895994663238525
732,POSITIVE,0.9990684390068054
733,POSITIVE,0.9998605251312256
734,NEGATIVE,0.9921626448631287
735,NEGATIVE,0.9497525691986084
736,POSITIVE,0.9998682737350464
737,POSITIVE,0.984806478023529
738,POSITIVE,0.9995734095573425
739,NEGATIVE,0.9986749291419983
740,NEGATIVE,0.9987781643867493
741,POSITIVE,0.9993472695350647
742,NEGATIVE,0.9740622043609619
743,POSITIVE,0.9911800026893616
744,POSITIVE,0.9750508069992065
745,NEGATIVE,0.9949592351913452
746,NEGATIVE,0.9682888984680176
747,POSITIVE,0.9854646325111389
748,NEGATIVE,0.9957740902900696
749,POSITIVE,0.989290177822113
750,NEGATIVE,0.9983310103416443
751,NEGATIVE,0.9790433645248413
752,NEGATIVE,0.9990832805633545
753,NEGATIVE,0.9995080232620239
754,NEGATIVE,0.9989292025566101
755,POSITIVE,0.9998807907104492
756,NEGATIVE,0.9820436239242554
